,date,quantidade,isPartial,ferramenta
50,2022-11-27,76,False,Analytics
0,2021-12-12,56,False,Oracle
1,2021-12-19,55,False,Oracle
2,2021-12-26,55,False,Oracle
3,2022-01-02,74,False,Oracle
4,2022-01-09,83,False,Oracle
5,2022-01-16,79,False,Oracle
6,2022-01-23,80,False,Oracle
7,2022-01-30,82,False,Oracle
8,2022-02-06,97,False,Oracle
9,2022-02-13,98,False,Oracle
10,2022-02-20,99,False,Oracle
11,2022-02-27,75,False,Oracle
12,2022-03-06,93,False,Oracle
13,2022-03-13,99,False,Oracle
14,2022-03-20,100,False,Oracle
15,2022-03-27,99,False,Oracle
16,2022-04-03,91,False,Oracle
17,2022-04-10,81,False,Oracle
18,2022-04-17,82,False,Oracle
19,2022-04-24,93,False,Oracle
20,2022-05-01,94,False,Oracle
21,2022-05-08,96,False,Oracle
22,2022-05-15,96,False,Oracle
23,2022-05-22,100,False,Oracle
24,2022-05-29,87,False,Oracle
25,2022-06-05,83,False,Oracle
26,2022-06-12,76,False,Oracle
27,2022-06-19,83,False,Oracle
28,2022-06-26,90,False,Oracle
29,2022-07-03,93,False,Oracle
30,2022-07-10,90,False,Oracle
31,2022-07-17,87,False,Oracle
32,2022-07-24,91,False,Oracle
33,2022-07-31,80,False,Oracle
34,2022-08-07,85,False,Oracle
35,2022-08-14,89,False,Oracle
36,2022-08-21,100,False,Oracle
37,2022-08-28,90,False,Oracle
38,2022-09-04,77,False,Oracle
39,2022-09-11,85,False,Oracle
40,2022-09-18,93,False,Oracle
41,2022-09-25,85,False,Oracle
42,2022-10-02,74,False,Oracle
43,2022-10-09,82,False,Oracle
44,2022-10-16,84,False,Oracle
45,2022-10-23,81,False,Oracle
46,2022-10-30,72,False,Oracle
47,2022-11-06,95,False,Oracle
48,2022-11-13,77,False,Oracle
49,2022-11-20,78,False,Oracle
50,2022-11-27,76,False,Oracle
0,2021-12-12,77,False,R
1,2021-12-19,69,False,R
2,2021-12-26,64,False,R
3,2022-01-02,71,False,R
4,2022-01-09,78,False,R
5,2022-01-16,73,False,R
6,2022-01-23,78,False,R
7,2022-01-30,86,False,R
8,2022-02-06,88,False,R
9,2022-02-13,94,False,R
10,2022-02-20,93,False,R
11,2022-02-27,83,False,R
12,2022-03-06,94,False,R
13,2022-03-13,97,False,R
14,2022-03-20,96,False,R
15,2022-03-27,98,False,R
16,2022-04-03,94,False,R
17,2022-04-10,90,False,R
18,2022-04-17,93,False,R
19,2022-04-24,92,False,R
20,2022-05-01,99,False,R
21,2022-05-08,98,False,R
22,2022-05-15,88,False,R
23,2022-05-22,99,False,R
24,2022-05-29,94,False,R
25,2022-06-05,95,False,R
26,2022-06-12,87,False,R
27,2022-06-19,93,False,R
28,2022-06-26,96,False,R
29,2022-07-03,91,False,R
30,2022-07-10,87,False,R
31,2022-07-17,89,False,R
32,2022-07-24,89,False,R
33,2022-07-31,91,False,R
34,2022-08-07,93,False,R
35,2022-08-14,89,False,R
36,2022-08-21,93,False,R
37,2022-08-28,99,False,R
38,2022-09-04,89,False,R
39,2022-09-11,91,False,R
40,2022-09-18,95,False,R
41,2022-09-25,100,False,R
42,2022-10-02,85,False,R
43,2022-10-09,85,False,R
44,2022-10-16,89,False,R
45,2022-10-23,90,False,R
46,2022-10-30,84,False,R
47,2022-11-06,97,False,R
48,2022-11-13,90,False,R
49,2022-11-20,91,False,R
50,2022-11-27,89,False,R
0,2021-12-12,49,False,Azure
1,2021-12-19,48,False,Azure
2,2021-12-26,38,False,Azure
3,2022-01-02,68,False,Azure
4,2022-01-09,79,False,Azure
5,2022-01-16,72,False,Azure
6,2022-01-23,68,False,Azure
7,2022-01-30,76,False,Azure
8,2022-02-06,82,False,Azure
9,2022-02-13,91,False,Azure
10,2022-02-20,84,False,Azure
11,2022-02-27,75,False,Azure
12,2022-03-06,81,False,Azure
13,2022-03-13,80,False,Azure
14,2022-03-20,88,False,Azure
15,2022-03-27,94,False,Azure
16,2022-04-03,83,False,Azure
17,2022-04-10,81,False,Azure
18,2022-04-17,77,False,Azure
19,2022-04-24,85,False,Azure
20,2022-05-01,88,False,Azure
21,2022-05-08,82,False,Azure
22,2022-05-15,83,False,Azure
23,2022-05-22,83,False,Azure
24,2022-05-29,78,False,Azure
25,2022-06-05,81,False,Azure
26,2022-06-12,79,False,Azure
27,2022-06-19,93,False,Azure
28,2022-06-26,81,False,Azure
29,2022-07-03,89,False,Azure
30,2022-07-10,90,False,Azure
31,2022-07-17,91,False,Azure
32,2022-07-24,100,False,Azure
33,2022-07-31,92,False,Azure
34,2022-08-07,85,False,Azure
35,2022-08-14,86,False,Azure
36,2022-08-21,88,False,Azure
37,2022-08-28,92,False,Azure
38,2022-09-04,75,False,Azure
39,2022-09-11,86,False,Azure
40,2022-09-18,86,False,Azure
41,2022-09-25,87,False,Azure
42,2022-10-02,79,False,Azure
43,2022-10-09,78,False,Azure
44,2022-10-16,86,False,Azure
45,2022-10-23,85,False,Azure
46,2022-10-30,70,False,Azure
47,2022-11-06,86,False,Azure
48,2022-11-13,80,False,Azure
49,2022-11-20,79,False,Azure
50,2022-11-27,76,False,Azure
0,2021-12-12,66,False,Salesforce
1,2021-12-19,57,False,Salesforce
2,2021-12-26,54,False,Salesforce
3,2022-01-02,73,False,Salesforce
4,2022-01-09,82,False,Salesforce
5,2022-01-16,79,False,Salesforce
6,2022-01-23,78,False,Salesforce
7,2022-01-30,84,False,Salesforce
8,2022-02-06,84,False,Salesforce
9,2022-02-13,81,False,Salesforce
10,2022-02-20,80,False,Salesforce
11,2022-02-27,56,False,Salesforce
12,2022-03-06,77,False,Salesforce
13,2022-03-13,82,False,Salesforce
14,2022-03-20,80,False,Salesforce
15,2022-03-27,82,False,Salesforce
16,2022-04-03,100,False,Salesforce
17,2022-04-10,82,False,Salesforce
18,2022-04-17,67,False,Salesforce
19,2022-04-24,91,False,Salesforce
20,2022-05-01,98,False,Salesforce
21,2022-05-08,100,False,Salesforce
22,2022-05-15,88,False,Salesforce
23,2022-05-22,95,False,Salesforce
